('OFF', 56.72, 52.868)
('ON', 56.533, 52.917)
('ON', 56.42, 53.436)
('ON', 56.022, 54.235)
('ON', 55.981, 54.625)
('ON', 56.096, 55.192)
('ON', 55.996, 55.476)
('ON', 55.892, 55.596)
('ON', 55.747, 55.672)
('ON', 55.265, 55.672)
('ON', 55.104, 55.632)
('ON', 55.0, 55.543)
('ON', 54.851, 55.185)
('ON', 54.968, 54.709)
('ON', 54.965, 54.46)
('ON', 54.849, 54.06)
('ON', 54.536, 53.403)
('ON', 54.436, 52.951)
('ON', 54.391, 52.903)
('ON', 54.237, 52.868)
('ON', 53.66, 53.009)
('ON', 53.436, 52.948)
('ON', 53.232, 52.8)
('ON', 53.562, 52.603)
('ON', 53.612, 52.523)
('ON', 53.566, 52.344)
('ON', 53.23, 52.134)
('ON', 52.253, 51.446)
('ON', 51.531, 51.056)
('ON', 51.126, 50.948)
('ON', 50.573, 50.929)
('ON', 50.539, 50.861)
('ON', 50.616, 50.802)
('ON', 51.038, 50.789)
('ON', 51.673, 50.92)
('ON', 52.318, 51.215)
('ON', 53.435, 51.937)
('ON', 54.049, 52.048)
('ON', 54.551, 51.975)
('ON', 54.701, 51.904)
('ON', 55.08, 51.904)
('ON', 55.653, 51.88)
('ON', 56.249, 51.904)
('ON', 56.6, 52.022)
('ON', 57.124, 52.025)
('ON', 57.69, 51.827)
('ON', 58.759, 51.139)
('ON', 59.403, 50.887)
('ON', 59.905, 50.789)
('ON', 60.331, 50.802)
('ON', 60.406, 50.86)
('ON', 60.406, 50.929)
('ON', 59.843, 50.947)
('ON', 59.428, 51.058)
('ON', 58.958, 51.261)
('ON', 57.954, 51.994)
('ON', 57.344, 52.399)
('ON', 57.332, 52.516)
('ON', 57.467, 52.669)
('ON', 57.691, 52.742)
('ON', 57.72, 52.822)
('ON', 57.638, 52.904)
('ON', 57.202, 53.006)
('ON', 56.72, 52.868)
('OFF', 56.533, 52.917)
('OFF', 56.532, 52.923)
('OFF', 56.469, 52.602)
('OFF', 56.413, 52.785)
('ON', 56.326, 52.92)
('ON', 56.244, 53.376)
('ON', 55.848, 54.185)
('ON', 55.801, 54.651)
('ON', 55.908, 55.176)
('ON', 55.839, 55.375)
('ON', 55.693, 55.492)
('ON', 55.295, 55.492)
('ON', 55.146, 55.421)
('ON', 55.038, 55.164)
('ON', 55.146, 54.737)
('ON', 55.14, 54.429)
('ON', 55.015, 53.997)
('ON', 54.708, 53.342)
('ON', 54.596, 52.87)
('ON', 54.496, 52.757)
('ON', 54.205, 52.688)
('ON', 53.668, 52.819)
('ON', 53.591, 52.787)
('ON', 53.652, 52.756)
('ON', 53.774, 52.572)
('ON', 53.776, 52.359)
('ON', 53.679, 52.187)
('ON', 54.034, 52.228)
('ON', 54.574, 52.152)
('ON', 54.741, 52.084)
('ON', 55.076, 52.084)
('ON', 55.652, 52.06)
('ON', 56.214, 52.084)
('ON', 56.544, 52.192)
('ON', 57.148, 52.201)
('ON', 57.418, 52.124)
('ON', 57.2, 52.289)
('ON', 57.161, 52.555)
('ON', 57.249, 52.727)
('ON', 57.352, 52.785)
('ON', 57.21, 52.82)
('ON', 56.704, 52.689)
('ON', 56.413, 52.785)
('OFF', 56.381, 52.619)
('OFF', 56.927, 52.402)
('ON', 56.967, 52.441)
('ON', 56.969, 52.554)
('ON', 56.742, 52.5)
('ON', 56.641, 52.399)
('ON', 56.27, 52.31)
('ON', 56.507, 52.547)
('ON', 56.298, 52.621)
('ON', 55.95, 52.273)
('ON', 55.654, 52.26)
('ON', 56.181, 52.787)
('ON', 56.11, 52.998)
('ON', 55.382, 52.271)
('ON', 55.111, 52.283)
('ON', 56.066, 53.238)
('ON', 55.988, 53.442)
('ON', 54.83, 52.284)
('ON', 54.611, 52.349)
('ON', 55.894, 53.631)
('ON', 55.801, 53.821)
('ON', 54.784, 52.804)
('ON', 54.873, 53.176)
('ON', 55.707, 54.01)
('ON', 55.654, 54.239)
('ON', 55.083, 53.669)
('ON', 55.264, 54.133)
('ON', 55.623, 54.492)
('ON', 55.622, 54.773)
('ON', 55.337, 54.489)
('ON', 55.338, 54.772)
('ON', 55.712, 55.147)
('ON', 55.622, 55.292)
('ON', 55.301, 55.274)
('ON', 55.248, 55.147)
('ON', 55.283, 55.0)
('ON', 55.572, 55.289)
('OFF', 54.815, 53.203)
('OFF', 54.535, 52.555)
('ON', 54.363, 52.383)
('ON', 53.978, 52.436)
('ON', 53.989, 52.537)
('ON', 54.185, 52.488)
('ON', 54.115, 52.418)
('OFF', 55.199, 52.625)
('OFF', 55.199, 52.625)
('OFF', 56.66, 52.563)
('OFF', 56.72, 52.868)
