('OFF', 57.771, 58.92)
('ON', 59.015, 59.068)
('ON', 59.716, 59.12)
('ON', 60.501, 59.088)
('ON', 61.083, 59.018)
('ON', 61.668, 58.665)
('ON', 61.9, 58.431)
('ON', 62.211, 58.319)
('ON', 62.197, 58.474)
('ON', 62.002, 58.915)
('ON', 61.918, 58.968)
('ON', 61.697, 59.313)
('ON', 61.492, 59.398)
('ON', 61.304, 59.534)
('ON', 60.858, 59.575)
('ON', 60.114, 59.576)
('ON', 59.319, 59.548)
('ON', 58.326, 59.632)
('ON', 57.456, 59.743)
('ON', 57.237, 59.889)
('ON', 56.431, 60.028)
('ON', 56.249, 60.028)
('ON', 55.053, 60.156)
('ON', 54.637, 60.284)
('ON', 54.232, 60.307)
('ON', 53.933, 60.272)
('ON', 53.79, 59.892)
('ON', 53.6, 59.747)
('ON', 53.393, 59.666)
('ON', 53.456, 59.435)
('ON', 53.732, 59.214)
('ON', 53.768, 59.029)
('ON', 53.624, 58.74)
('ON', 53.448, 58.562)
('ON', 53.328, 58.147)
('ON', 53.232, 58.031)
('ON', 53.232, 57.594)
('ON', 53.271, 57.54)
('ON', 53.234, 57.163)
('ON', 53.276, 56.897)
('ON', 53.16, 56.203)
('ON', 53.118, 56.122)
('ON', 52.976, 55.627)
('ON', 52.953, 55.119)
('ON', 52.952, 54.228)
('ON', 53.187, 53.649)
('ON', 53.252, 53.145)
('ON', 53.236, 53.003)
('ON', 53.292, 52.907)
('ON', 53.459, 52.257)
('ON', 53.851, 51.824)
('ON', 54.142, 51.249)
('ON', 54.193, 51.069)
('ON', 54.485, 50.59)
('ON', 54.64, 50.894)
('ON', 54.72, 51.402)
('ON', 54.805, 51.55)
('ON', 55.026, 51.732)
('ON', 55.378, 51.914)
('ON', 55.685, 51.986)
('ON', 55.95, 51.92)
('ON', 56.239, 51.765)
('ON', 56.619, 51.665)
('ON', 56.493, 52.059)
('ON', 56.265, 52.391)
('ON', 56.1, 52.882)
('ON', 56.051, 53.529)
('ON', 55.96, 53.65)
('ON', 55.929, 53.984)
('ON', 56.042, 54.208)
('ON', 56.337, 54.374)
('ON', 56.528, 54.547)
('ON', 56.951, 55.157)
('ON', 57.113, 55.547)
('ON', 57.264, 56.034)
('ON', 57.384, 56.381)
('ON', 57.364, 56.512)
('ON', 57.471, 57.084)
('ON', 57.452, 57.502)
('ON', 57.515, 57.733)
('ON', 57.496, 58.409)
('ON', 57.561, 58.759)
('ON', 57.771, 58.92)
('OFF', 57.969, 58.943)
('OFF', 57.942, 59.26)
('OFF', 57.811, 59.12)
('ON', 59.042, 59.233)
('ON', 59.711, 59.271)
('ON', 60.508, 59.249)
('ON', 61.171, 59.174)
('ON', 61.451, 59.006)
('ON', 62.012, 58.538)
('ON', 61.89, 58.815)
('ON', 61.575, 59.168)
('ON', 61.253, 59.358)
('ON', 60.842, 59.401)
('ON', 60.118, 59.418)
('ON', 59.306, 59.393)
('ON', 58.36, 59.444)
('ON', 57.403, 59.562)
('ON', 57.162, 59.717)
('ON', 56.419, 59.848)
('ON', 56.232, 59.848)
('ON', 55.033, 59.976)
('ON', 54.605, 60.103)
('ON', 54.059, 60.096)
('ON', 53.949, 59.806)
('ON', 53.716, 59.606)
('ON', 53.607, 59.561)
('ON', 53.857, 59.341)
('ON', 53.944, 59.025)
('ON', 53.764, 58.626)
('ON', 53.617, 58.475)
('ON', 53.485, 58.056)
('ON', 53.412, 57.964)
('ON', 53.412, 57.641)
('ON', 53.456, 57.531)
('ON', 53.417, 57.166)
('ON', 53.456, 56.874)
('ON', 53.328, 56.147)
('ON', 53.282, 56.049)
('ON', 53.132, 55.525)
('ON', 53.132, 54.264)
('ON', 53.362, 53.678)
('ON', 53.45, 52.991)
('ON', 53.623, 52.342)
('ON', 53.999, 51.928)
('ON', 54.472, 50.974)
('ON', 54.532, 51.429)
('ON', 54.7, 51.7)
('ON', 54.958, 51.902)
('ON', 55.294, 52.074)
('ON', 55.636, 52.158)
('ON', 55.998, 52.091)
('ON', 56.339, 51.944)
('ON', 56.08, 52.36)
('ON', 55.916, 52.869)
('ON', 55.877, 53.453)
('ON', 55.79, 53.592)
('ON', 55.754, 54.033)
('ON', 55.887, 54.31)
('ON', 56.231, 54.521)
('ON', 56.384, 54.663)
('ON', 56.846, 55.32)
('ON', 57.197, 56.396)
('ON', 57.184, 56.525)
('ON', 57.287, 57.092)
('ON', 57.273, 57.53)
('ON', 57.331, 57.752)
('ON', 57.317, 58.42)
('ON', 57.407, 58.855)
('ON', 57.811, 59.12)
('OFF', 57.8, 59.248)
('OFF', 54.425, 59.607)
('OFF', 54.241, 59.898)
('ON', 54.116, 59.689)
('ON', 53.936, 59.533)
('ON', 54.04, 59.414)
('ON', 54.529, 59.903)
('ON', 54.757, 59.848)
('ON', 54.105, 59.196)
('ON', 54.144, 59.068)
('ON', 54.124, 58.932)
('ON', 54.976, 59.784)
('ON', 55.231, 59.756)
('ON', 53.761, 58.286)
('ON', 53.611, 57.854)
('ON', 55.485, 59.728)
('ON', 55.74, 59.7)
('ON', 53.643, 57.602)
('ON', 53.632, 57.309)
('ON', 55.994, 59.671)
('ON', 56.254, 59.648)
('ON', 53.635, 57.03)
('ON', 53.637, 56.748)
('ON', 56.516, 59.627)
('ON', 56.757, 59.586)
('ON', 53.578, 56.407)
('ON', 53.498, 56.044)
('ON', 56.998, 59.543)
('ON', 57.196, 59.458)
('ON', 53.371, 55.634)
('ON', 53.332, 55.312)
('ON', 57.383, 59.363)
('ON', 57.766, 59.316)
('ON', 57.356, 59.053)
('ON', 53.332, 55.029)
('ON', 53.332, 54.746)
('ON', 57.143, 58.558)
('ON', 57.122, 58.254)
('ON', 53.332, 54.463)
('ON', 53.365, 54.214)
('ON', 57.128, 57.976)
('ON', 57.107, 57.672)
('ON', 53.445, 54.011)
('ON', 53.525, 53.808)
('ON', 57.078, 57.361)
('ON', 57.083, 57.083)
('ON', 53.576, 53.576)
('ON', 53.607, 53.324)
('ON', 57.02, 56.737)
('ON', 56.993, 56.427)
('ON', 53.638, 53.073)
('ON', 53.695, 52.846)
('ON', 56.862, 56.013)
('ON', 56.726, 55.594)
('ON', 53.754, 52.623)
('ON', 53.827, 52.413)
('ON', 55.632, 54.217)
('OFF', 55.313, 54.353)
('OFF', 55.74, 54.449)
('ON', 55.546, 54.036)
('ON', 55.566, 53.869)
